rfp_id,full_spec,level1_spec,level2_spec,level3_spec
RFP_0164,ZH 440V 1C 35 sqmm Cu PVC armoured cable as per IEC 60245,ZH 440V Cu armoured cable,Cu armoured cable,armoured cable
RFP_0165,LSZH 440V 5C 6 sqmm Cu PVC armoured cable as per IS 694,440V 5C 6 sqmm cable as per IS 694,440V cable as per IS 694,440V cable
RFP_0166,LSZH 500V 5C 1.5 sqmm Cu PVC armoured cable as per IEC 60245,LSZH 500V 1.5 sqmm Cu cable,LSZH Cu cable,Cu cable
RFP_0167,FRLS 500V 1C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 1 sqmm XLPE cable as per BS 5308-1,XLPE cable as per BS 5308-1,XLPE cable
RFP_0168,LSZH 11kV 3C 185 sqmm Al XLPE armoured cable as per IS 7098-1,11kV 3C 185 sqmm XLPE cable,11kV 185 sqmm cable,11kV cable
RFP_0169,FR 500V 12C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 500V Cu armoured cable,500V armoured cable,armoured cable
RFP_0170,LSZH 300V 6C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 300V 0.75 sqmm cable as per BS 5308-1,LSZH cable as per BS 5308-1,LSZH cable
RFP_0171,FRLS 1.1kV 3C 1 sqmm Cu PVC armoured cable as per IS 1554,1.1kV PVC armoured cable as per IS 1554,PVC armoured cable,armoured cable
RFP_0172,ZH 22kV 3C 95 sqmm Cu XLPE armoured cable as per IS 7098-2,3C 95 sqmm Cu cable as per IS 7098-2,3C Cu cable,3C cable
RFP_0173,FR 500V 12C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 12C Cu XLPE cable,FR Cu cable,FR cable
RFP_0174,300V 4C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,300V 4C armoured cable as per BS 5308-1,300V armoured cable,300V cable
RFP_0175,FR 22kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60502-2,FR 400 sqmm Al cable as per IEC 60502-2,FR Al cable,Al cable
RFP_0176,ZH 440V 4C 4 sqmm Cu PVC armoured cable as per IS 694,4C 4 sqmm PVC armoured cable,4 sqmm PVC cable,PVC cable
RFP_0177,FRLS 300V 10C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,300V 0.75 sqmm XLPE cable as per BS 5308-1,0.75 sqmm XLPE cable,XLPE cable
RFP_0178,LSZH 300V 20C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,LSZH 300V 20C XLPE cable,LSZH XLPE cable,LSZH cable
RFP_0179,FR 500V 24C 4 sqmm Cu XLPE armoured cable as per IS 1554,FR 4 sqmm Cu cable as per IS 1554,FR Cu cable,Cu cable
RFP_0180,LSZH 3.3kV 3C 120 sqmm Cu EPR armoured cable as per IEC 60502-1,3.3kV Cu armoured cable as per IEC 60502-1,Cu cable as per IEC 60502-1,Cu cable
RFP_0181,Fire Survival 440V 4C 120 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 4C 120 sqmm cable as per BS 6387,120 sqmm cable as per BS 6387,120 sqmm cable
RFP_0182,FRLS 1.1kV 1C 1 sqmm Cu XLPE armoured cable as per IS 9968,FRLS 1C 1 sqmm Cu cable,FRLS 1C cable,FRLS cable
RFP_0183,LSZH 1.1kV 4C 2.5 sqmm Al EPR armoured cable as per IEC 60502-1,2.5 sqmm Al armoured cable as per IEC 60502-1,2.5 sqmm armoured cable,2.5 sqmm cable
RFP_0184,1.1kV 2C 2.5 sqmm Cu XLPE armoured cable as per BS 5308,2.5 sqmm XLPE armoured cable as per BS 5308,2.5 sqmm armoured cable,armoured cable
RFP_0185,FRLS 1.1kV 3C 120 sqmm Al EPR armoured cable as per BS 5467,FRLS 1.1kV EPR cable as per BS 5467,1.1kV cable as per BS 5467,cable as per BS 5467
RFP_0186,LSZH 440V 4C 10 sqmm Cu PVC armoured cable as per IS 694,LSZH 4C armoured cable as per IS 694,armoured cable as per IS 694,armoured cable
RFP_0187,FR 22kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 60502-2,FR 400 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_0188,FR 1.1kV 1C 6 sqmm Cu XLPE armoured cable as per IS 9968,1C 6 sqmm Cu XLPE cable,1C 6 sqmm cable,1C cable
RFP_0189,FRLS 500V 24C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 24C XLPE cable as per IEC 60502-1,24C cable as per IEC 60502-1,24C cable
RFP_0190,LSZH 500V 3C 0.75 sqmm Cu PVC armoured cable as per IEC 60245,500V 3C 0.75 sqmm Cu cable,500V 0.75 sqmm cable,500V cable
RFP_0191,FRLS 440V 6C 6 sqmm Cu XLPE armoured cable as per IS 1554,440V 6 sqmm XLPE armoured cable,440V XLPE cable,XLPE cable
RFP_0192,LSZH 500V 6C 1 sqmm Cu PVC armoured cable as per IS 1554,6C 1 sqmm Cu PVC cable,6C PVC cable,6C cable
RFP_0193,ZH 22kV 3C 70 sqmm Cu XLPE armoured cable as per IS 7098-2,ZH 22kV 3C XLPE cable,ZH 3C cable,ZH cable
RFP_0194,1.1kV 4C 6 sqmm Cu PVC armoured cable as per BS 5308,1.1kV 4C PVC armoured cable,4C armoured cable,4C cable
RFP_0195,1.1kV 8C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,8C Cu armoured cable as per IEC 60502-1,8C armoured cable,armoured cable
RFP_0196,LSZH 500V 1C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,1 sqmm Cu armoured cable as per IEC 60502-1,1 sqmm cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0197,Fire Survival 1.1kV 2C 70 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 1.1kV Cu armoured cable,Fire Survival 1.1kV cable,Fire Survival cable
RFP_0198,300V 12C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,300V 1 sqmm Cu armoured cable,300V 1 sqmm cable,300V cable
RFP_0199,440V 19C 4 sqmm Cu PVC armoured cable as per IS 1554,440V PVC armoured cable as per IS 1554,PVC cable as per IS 1554,cable as per IS 1554
RFP_0200,440V 16C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,440V 16C XLPE armoured cable,XLPE armoured cable,armoured cable
RFP_0201,FRLS 500V 19C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 500V Cu XLPE cable,FRLS 500V cable,FRLS cable
RFP_0202,FRLS 300V 2C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,FRLS 300V Cu armoured cable,FRLS Cu cable,FRLS cable
RFP_0203,FR 440V 8C 2.5 sqmm Cu PVC armoured cable as per IS 694,Cu PVC armoured cable as per IS 694,Cu armoured cable,armoured cable
RFP_0204,LSZH 500V 3C 120 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 3C Cu cable as per IEC 60502-1,3C cable as per IEC 60502-1,3C cable
RFP_0205,LSZH 500V 2C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 2C Cu XLPE cable,500V XLPE cable,500V cable
RFP_0206,FR 600V 2C 240 sqmm Al XLPE armoured cable as per IEC 60502-1,600V 2C armoured cable as per IEC 60502-1,2C cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0207,FRLS 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per IS 1554,FRLS 2.5 sqmm Cu armoured cable,FRLS armoured cable,armoured cable
RFP_0208,LSZH 1.1kV 16C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,16C XLPE armoured cable as per IS 1554,XLPE cable as per IS 1554,XLPE cable
RFP_0209,FRLS 1.1kV 5C 35 sqmm Cu XLPE armoured cable as per IEC 60502-1,35 sqmm Cu XLPE armoured cable,Cu armoured cable,armoured cable
RFP_0210,LSZH 132kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,LSZH Al XLPE cable as per IEC 60840,LSZH cable as per IEC 60840,cable as per IEC 60840
RFP_0211,FR 6.6kV 3C 50 sqmm Al EPR armoured cable as per IS 7098-1,FR 6.6kV 3C EPR cable,FR 6.6kV cable,6.6kV cable
RFP_0212,FR 1.1kV 2C 2.5 sqmm Cu PVC armoured cable as per IS 1554,FR 2.5 sqmm Cu armoured cable,Cu armoured cable,armoured cable
RFP_0213,FRLS 440V 27C 6 sqmm Cu PVC armoured cable as per IS 694,FRLS 27C Cu PVC cable,FRLS PVC cable,FRLS cable
RFP_0214,440V 3C 16 sqmm Cu XLPE armoured cable as per IS 694,440V 3C XLPE cable as per IS 694,440V 3C cable,440V cable
RFP_0215,FR 500V 4C 6 sqmm Cu XLPE armoured cable as per IS 1554,4C Cu armoured cable as per IS 1554,4C cable as per IS 1554,cable as per IS 1554
RFP_0216,Fire Survival 440V 1C 50 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 440V 1C Cu cable,Fire Survival Cu cable,Fire Survival cable
RFP_0217,LSZH 400kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 62067,630 sqmm Cu XLPE cable as per IEC 62067,630 sqmm cable as per IEC 62067,630 sqmm cable
RFP_0218,LSZH 500V 12C 4 sqmm Cu PVC armoured cable as per IS 1554,500V PVC armoured cable as per IS 1554,500V armoured cable,500V cable
RFP_0219,FR 220kV 1C 240 sqmm Al XLPE armoured cable as per IEC 62067,220kV Al XLPE cable as per IEC 62067,220kV Al cable,Al cable
RFP_0220,FRLS 500V 1C 6 sqmm Cu PVC armoured cable as per IEC 60245,500V 6 sqmm armoured cable as per IEC 60245,500V armoured cable,armoured cable
RFP_0221,11kV 3C 95 sqmm Al XLPE armoured cable as per IS 7098-1,3C Al XLPE armoured cable,3C XLPE cable,3C cable
RFP_0222,FR 440V 3C 50 sqmm Cu PVC armoured cable as per IS 9968,3C Cu PVC armoured cable,3C armoured cable,armoured cable
RFP_0223,FRLS 500V 3.5C 400 sqmm Cu XLPE armoured cable as per IEC 60502-1,3. 400 sqmm XLPE armoured cable as per IEC 60502-1,3. XLPE cable as per IEC 60502-1,3. XLPE cable
RFP_0224,FR 11kV 3C 185 sqmm Cu XLPE armoured cable as per IS 7098-1,3C Cu armoured cable as per IS 7098-1,Cu armoured cable,armoured cable
RFP_0225,FR 440V 19C 2.5 sqmm Cu PVC armoured cable as per IS 694,FR 440V 2.5 sqmm PVC cable,2.5 sqmm PVC cable,2.5 sqmm cable
RFP_0226,FR 500V 24C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 24C Cu cable as per IEC 60502-1,500V Cu cable,Cu cable
RFP_0227,300V 6C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,6C PVC armoured cable as per IEC 60502-1,PVC cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0228,FRLS 1.1kV 3C 6 sqmm Cu XLPE armoured cable as per BS 5308,1.1kV XLPE armoured cable as per BS 5308,1.1kV cable as per BS 5308,1.1kV cable
RFP_0229,FRLS 1.1kV 14C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 14C XLPE cable as per IS 1554,14C cable as per IS 1554,14C cable
RFP_0230,FR 440V 3C 4 sqmm Cu XLPE armoured cable as per IS 694,FR 3C armoured cable as per IS 694,FR cable as per IS 694,cable as per IS 694
RFP_0231,FRLS 1.1kV 8C 2.5 sqmm Cu PVC armoured cable as per BS 5308,1.1kV 8C Cu cable as per BS 5308,8C cable as per BS 5308,cable as per BS 5308
RFP_0232,FR 66kV 1C 240 sqmm Cu XLPE armoured cable as per IS 7098-3,FR Cu XLPE armoured cable,FR Cu cable,Cu cable
RFP_0233,LSZH 440V 4C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,4C Cu armoured cable as per IS 1554,4C Cu cable,4C cable
RFP_0234,LSZH 500V 1C 35 sqmm Cu PVC armoured cable as per IEC 60245,LSZH 1C 35 sqmm PVC cable,35 sqmm PVC cable,35 sqmm cable
RFP_0235,FRLS 220kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 62067,FRLS 220kV 1C 185 sqmm cable,FRLS 220kV cable,FRLS cable
RFP_0236,1.1kV 24C 6 sqmm Cu PVC armoured cable as per IS 1554,1.1kV 6 sqmm armoured cable as per IS 1554,1.1kV 6 sqmm cable,1.1kV cable
RFP_0237,FR 1.1kV 1C 25 sqmm Cu PVC armoured cable as per IS 9968,1.1kV 1C Cu PVC cable,Cu PVC cable,PVC cable
RFP_0238,LSZH 500V 5C 1 sqmm Cu PVC armoured cable as per IEC 60245,500V 5C Cu armoured cable,5C armoured cable,armoured cable
RFP_0239,FR 500V 20C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,FR 500V Cu PVC cable,Cu PVC cable,PVC cable
RFP_0240,FR 500V 1C 4 sqmm Cu PVC armoured cable as per IEC 60245,500V 1C armoured cable as per IEC 60245,500V 1C cable,500V cable
RFP_0241,ZH 1.1kV 1C 240 sqmm Al EPR armoured cable as per IEC 60502-1,ZH 1.1kV Al armoured cable,ZH 1.1kV cable,1.1kV cable
RFP_0242,FR 3.3kV 3C 185 sqmm Al EPR armoured cable as per IEC 60502-1,3.3kV 3C 185 sqmm EPR cable,3.3kV 185 sqmm cable,3.3kV cable
RFP_0243,LSZH 22kV 3C 70 sqmm Al XLPE armoured cable as per IEC 60502-2,LSZH 22kV 3C armoured cable,22kV armoured cable,22kV cable
RFP_0244,FR 132kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,FR Al XLPE cable as per IEC 60840,Al XLPE cable,XLPE cable
RFP_0245,FRLS 11kV 1C 300 sqmm Cu EPR armoured cable as per IS 7098-1,11kV 1C armoured cable as per IS 7098-1,11kV cable as per IS 7098-1,cable as per IS 7098-1
RFP_0246,FR 11kV 1C 70 sqmm Al EPR armoured cable as per IS 7098-1,11kV 1C armoured cable as per IS 7098-1,11kV 1C cable,11kV cable
RFP_0247,Fire Survival 1.1kV 4C 25 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 4C Cu Mineral (MI) cable as per IS 17048,4C Mineral (MI) cable as per IS 17048,Mineral (MI) cable as per IS 17048
RFP_0248,ZH 22kV 3C 150 sqmm Cu XLPE armoured cable as per IS 7098-2,ZH 150 sqmm XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_0249,500V 24C 6 sqmm Cu PVC armoured cable as per IS 1554,500V 24C Cu PVC cable,24C PVC cable,PVC cable
RFP_0250,FRLS 1.1kV 2C 4 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS PVC armoured cable as per IEC 60502-1,FRLS cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0251,FR 500V 1C 1.5 sqmm Cu PVC armoured cable as per IS 694,1C 1.5 sqmm armoured cable as per IS 694,1C armoured cable,1C cable
RFP_0252,ZH 500V 2C 1.5 sqmm Cu PVC armoured cable as per IS 694,500V 1.5 sqmm Cu cable as per IS 694,Cu cable as per IS 694,cable as per IS 694
RFP_0253,440V 6C 6 sqmm Cu PVC armoured cable as per IS 694,440V 6 sqmm Cu cable as per IS 694,440V 6 sqmm cable,6 sqmm cable
RFP_0254,FR 1.1kV 24C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,FR Cu PVC armoured cable,PVC armoured cable,PVC cable
RFP_0255,LSZH 132kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60840,1C 240 sqmm XLPE armoured cable,1C 240 sqmm cable,240 sqmm cable
RFP_0256,FR 500V 20C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1,FR 500V Cu cable as per BS 5308-1,FR cable as per BS 5308-1,FR cable
RFP_0257,FRLS 1.1kV 24C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FRLS Cu XLPE armoured cable,Cu XLPE cable,Cu cable
RFP_0258,FRLS 132kV 1C 630 sqmm Al XLPE armoured cable as per IEC 60840,FRLS 630 sqmm XLPE cable as per IEC 60840,FRLS XLPE cable,FRLS cable
RFP_0259,FR 3.3kV 3C 240 sqmm Cu XLPE armoured cable as per IS 7098-1,FR 3.3kV 3C Cu cable,FR 3C cable,FR cable
RFP_0260,LSZH 300V 2C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH Cu XLPE armoured cable,LSZH armoured cable,armoured cable
RFP_0261,LSZH 11kV 3C 185 sqmm Cu XLPE armoured cable as per IS 7098-1,11kV 185 sqmm Cu armoured cable,Cu armoured cable,armoured cable
RFP_0262,6.6kV 3C 400 sqmm Al XLPE armoured cable as per IS 7098-1,6.6kV 400 sqmm armoured cable as per IS 7098-1,6.6kV 400 sqmm cable,6.6kV cable
RFP_0263,FRLS 500V 2C 2.5 sqmm Cu PVC armoured cable as per IS 1554,2C 2.5 sqmm Cu PVC cable,2C 2.5 sqmm cable,2C cable
RFP_0264,1.1kV 12C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,1 sqmm Cu PVC armoured cable,1 sqmm PVC cable,1 sqmm cable
RFP_0265,500V 2C 4 sqmm Cu XLPE armoured cable as per IS 1554,2C 4 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_0266,FR 300V 20C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 20C XLPE armoured cable,XLPE armoured cable,XLPE cable
RFP_0267,440V 6C 4 sqmm Cu XLPE armoured cable as per IS 1554,6C 4 sqmm Cu cable as per IS 1554,4 sqmm cable as per IS 1554,4 sqmm cable
RFP_0268,FR 1.1kV 2C 16 sqmm Cu XLPE armoured cable as per IS 9968,1.1kV 2C 16 sqmm cable as per IS 9968,2C 16 sqmm cable,16 sqmm cable
RFP_0269,FRLS 110kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 60840,FRLS 1C 500 sqmm cable as per IEC 60840,500 sqmm cable as per IEC 60840,500 sqmm cable
RFP_0270,FRLS 1.1kV 4C 4 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 1.1kV 4C XLPE cable,4C XLPE cable,XLPE cable
RFP_0271,ZH 500V 4C 50 sqmm Cu PVC armoured cable as per IEC 60245,ZH 500V 4C Cu cable,ZH 4C cable,4C cable
RFP_0272,FR 440V 30C 4 sqmm Cu XLPE armoured cable as per IS 1554,FR 30C Cu armoured cable,FR 30C cable,30C cable
RFP_0273,LSZH 400kV 1C 300 sqmm Cu XLPE armoured cable as per IEC 62067,400kV 300 sqmm Cu cable as per IEC 62067,Cu cable as per IEC 62067,Cu cable
RFP_0274,FRLS 400kV 1C 185 sqmm Al XLPE armoured cable as per IEC 62067,FRLS 1C Al armoured cable,FRLS armoured cable,armoured cable
RFP_0275,FRLS 440V 4C 0.75 sqmm Cu PVC armoured cable as per IS 694,440V 4C armoured cable as per IS 694,440V armoured cable,440V cable
RFP_0276,440V 7C 1.5 sqmm Cu PVC armoured cable as per IS 1554,440V Cu armoured cable as per IS 1554,440V Cu cable,Cu cable
RFP_0277,FRLS 500V 4C 0.75 sqmm Cu PVC armoured cable as per IEC 60245,FRLS 500V Cu armoured cable,500V Cu cable,500V cable
RFP_0278,FR 110kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840,FR 110kV 1C XLPE cable,110kV 1C cable,1C cable
RFP_0279,Fire Survival 440V 4C 16 sqmm Cu XLPE armoured cable as per BS 6387,Fire Survival 440V XLPE cable as per BS 6387,XLPE cable as per BS 6387,cable as per BS 6387
RFP_0280,FRLS 110kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60840,1C 240 sqmm Al XLPE cable,Al XLPE cable,XLPE cable
RFP_0281,FRLS 300V 20C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,300V 0.75 sqmm armoured cable as per IEC 60502-1,0.75 sqmm armoured cable,armoured cable
RFP_0282,Fire Survival 440V 1C 25 sqmm Cu XLPE armoured cable as per BS 6387,1C 25 sqmm XLPE cable as per BS 6387,25 sqmm cable as per BS 6387,25 sqmm cable
RFP_0283,FR 500V 3C 2.5 sqmm Cu PVC armoured cable as per IS 1554,FR 3C Cu armoured cable,FR 3C cable,3C cable
RFP_0284,ZH 6.6kV 3C 185 sqmm Al XLPE armoured cable as per IEC 60502-1,ZH 6.6kV 3C XLPE cable,3C XLPE cable,3C cable
RFP_0285,440V 12C 1.5 sqmm Cu PVC armoured cable as per IS 694,440V 12C Cu cable as per IS 694,440V Cu cable,440V cable
RFP_0286,Fire Survival 440V 3C 4 sqmm Cu XLPE armoured cable as per BS 6387,440V Cu XLPE armoured cable,440V armoured cable,440V cable
RFP_0287,ZH 3.3kV 1C 300 sqmm Cu XLPE armoured cable as per IS 7098-1,ZH 3.3kV Cu armoured cable,ZH Cu cable,ZH cable
RFP_0288,FRLS 1.1kV 4C 95 sqmm Cu EPR armoured cable as per IEC 60502-1,4C EPR armoured cable as per IEC 60502-1,4C cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_0289,FR 500V 12C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 0.5 sqmm Cu PVC cable,500V 0.5 sqmm cable,0.5 sqmm cable
RFP_0290,LSZH 440V 7C 1.5 sqmm Cu XLPE armoured cable as per IS 694,LSZH 1.5 sqmm armoured cable as per IS 694,LSZH armoured cable,LSZH cable
RFP_0291,LSZH 600V 3C 6 sqmm Cu XLPE armoured cable as per IS 694,LSZH Cu XLPE armoured cable,Cu XLPE cable,Cu cable
RFP_0292,LSZH 400kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 62067,LSZH 1C 800 sqmm Cu cable,LSZH 1C cable,LSZH cable
RFP_0293,FR 1.1kV 20C 0.5 sqmm Cu PVC armoured cable as per IS 1554,FR Cu PVC cable as per IS 1554,Cu PVC cable,Cu cable
RFP_0294,LSZH 500V 6C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 6C Cu XLPE cable,500V 6C cable,6C cable
RFP_0295,FRLS 33kV 1C 185 sqmm Al XLPE armoured cable as per IS 7098-2,FRLS 33kV XLPE armoured cable,33kV armoured cable,33kV cable
RFP_0296,FR 1.1kV 2C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,2C Cu XLPE cable as per BS 5308-1,Cu cable as per BS 5308-1,Cu cable
RFP_0297,LSZH 440V 3C 50 sqmm Cu XLPE armoured cable as per IS 9968,3C 50 sqmm Cu armoured cable,50 sqmm Cu cable,50 sqmm cable
RFP_0298,ZH 1.1kV 4C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,ZH 4C 6 sqmm armoured cable,4C armoured cable,4C cable
RFP_0299,FR 11kV 3C 240 sqmm Al EPR armoured cable as per IEC 60502-1,11kV EPR armoured cable as per IEC 60502-1,EPR armoured cable,armoured cable
RFP_0300,LSZH 440V 14C 1.5 sqmm Cu XLPE armoured cable as per IS 694,440V 1.5 sqmm XLPE cable as per IS 694,XLPE cable as per IS 694,XLPE cable
RFP_0301,Fire Survival 1.1kV 1C 1.5 sqmm Cu XLPE armoured cable as per BS 6387,1.1kV 1.5 sqmm XLPE cable as per BS 6387,1.5 sqmm cable as per BS 6387,1.5 sqmm cable
RFP_0302,FRLS 440V 12C 6 sqmm Cu PVC armoured cable as per IS 694,6 sqmm Cu armoured cable as per IS 694,Cu cable as per IS 694,Cu cable
RFP_0303,500V 4C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 4C Cu cable as per IEC 60502-1,Cu cable as per IEC 60502-1,Cu cable
RFP_0304,LSZH 3.3kV 1C 240 sqmm Al XLPE armoured cable as per IS 7098-1,3.3kV 240 sqmm Al XLPE cable,3.3kV XLPE cable,XLPE cable
RFP_0305,Fire Survival 1.1kV 1C 25 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 1.1kV 25 sqmm Mineral (MI) cable as per BS 6387,Fire Survival 25 sqmm Mineral (MI) cable,Fire Survival Mineral (MI) cable
RFP_0306,500V 16C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,16C Cu PVC cable as per IEC 60502-1,16C PVC cable,16C cable
RFP_0307,LSZH 6.6kV 1C 70 sqmm Al EPR armoured cable as per IEC 60502-1,LSZH 70 sqmm armoured cable as per IEC 60502-1,LSZH armoured cable,LSZH cable
RFP_0308,Fire Survival 440V 3C 6 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 3C Cu Mineral (MI) cable as per BS 6387,Fire Survival Cu Mineral (MI) cable,Cu Mineral (MI) cable
RFP_0309,500V 1C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,1C 1.5 sqmm Cu cable as per IEC 60502-1,1C 1.5 sqmm cable,1C cable
RFP_0310,LSZH 110kV 1C 400 sqmm Al XLPE armoured cable as per IEC 60840,LSZH 1C armoured cable as per IEC 60840,LSZH 1C cable,LSZH cable
RFP_0311,FR 300V 6C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1,FR 300V 2.5 sqmm PVC cable,2.5 sqmm PVC cable,PVC cable
RFP_0312,440V 12C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,440V Cu armoured cable as per IS 1554,440V cable as per IS 1554,440V cable
RFP_0313,LSZH 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per IS 1554,LSZH 1.1kV 2.5 sqmm Cu cable,2.5 sqmm Cu cable,Cu cable
RFP_0314,1.1kV 24C 0.5 sqmm Cu PVC armoured cable as per IS 1554,1.1kV 0.5 sqmm Cu PVC cable,1.1kV 0.5 sqmm cable,0.5 sqmm cable
RFP_0315,Fire Survival 440V 3C 120 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,440V 3C Cu Mineral (MI) armoured cable,440V Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_0316,FR 300V 4C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,FR 300V 4C cable as per BS 5308-1,4C cable as per BS 5308-1,4C cable
RFP_0317,FRLS 440V 14C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,14C 1.5 sqmm Cu cable as per IS 1554,1.5 sqmm Cu cable,Cu cable
RFP_0318,ZH 110kV 1C 240 sqmm Al XLPE armoured cable as per IEC 60840,240 sqmm Al XLPE armoured cable,240 sqmm XLPE cable,240 sqmm cable
RFP_0319,33kV 1C 120 sqmm Al XLPE armoured cable as per IS 7098-2,33kV 1C 120 sqmm cable as per IS 7098-2,1C 120 sqmm cable,120 sqmm cable
RFP_0320,LSZH 1.1kV 3C 50 sqmm Cu XLPE armoured cable as per IS 9968,LSZH 3C Cu armoured cable,LSZH 3C cable,3C cable
RFP_0321,FRLS 440V 3C 25 sqmm Cu XLPE armoured cable as per IS 9968,FRLS 3C 25 sqmm XLPE cable,FRLS 25 sqmm cable,FRLS cable
RFP_0322,FR 500V 1C 1000 sqmm Cu XLPE armoured cable as per IS 694,500V 1C XLPE armoured cable,1C armoured cable,1C cable
RFP_0323,FRLS 1.1kV 1C 1 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV Cu armoured cable as per IS 1554,1.1kV cable as per IS 1554,1.1kV cable
RFP_0324,1.1kV 10C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1,10C 4 sqmm armoured cable as per IEC 60502-1,10C armoured cable,armoured cable
RFP_0325,132kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 60840,132kV 630 sqmm Cu cable as per IEC 60840,132kV Cu cable,132kV cable
RFP_0326,FR 440V 12C 1.5 sqmm Cu PVC armoured cable as per IS 694,FR 440V Cu PVC cable,440V PVC cable,440V cable
RFP_0327,FR 1.1kV 5C 25 sqmm Cu PVC armoured cable as per IS 9968,FR 1.1kV PVC cable as per IS 9968,PVC cable as per IS 9968,cable as per IS 9968
RFP_0328,LSZH 440V 19C 1.5 sqmm Cu PVC armoured cable as per IS 694,LSZH 19C 1.5 sqmm armoured cable,LSZH armoured cable,LSZH cable
RFP_0329,500V 24C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 24C XLPE armoured cable,500V armoured cable,500V cable
